atleta_id,apelido,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,FT,SG,A,I,DE,GS,PS,CV,PC,DP,GC,V,gt_med_media_pontos_mandante,gt_med_media_pontos_visitante,gt_med_media_minutos_jogados,gt_med_minutos_jogados,gt_med_FS,gt_med_G,gt_med_DS,gt_med_FC,gt_med_PP,gt_med_FD,gt_man_FS,gt_man_G,gt_man_DS,gt_man_FC,gt_man_CA,gt_man_FF,gt_man_FD,gt_vis_FS,gt_vis_G,gt_vis_DS,gt_vis_FC,gt_vis_PP,gt_vis_FD
113384,Diogo Batista,14,294,2,6,0,1.63,0.72,2.9,2,3.45,,,1.0,,,,,,,,,,4.7,1.1,48.0,32.0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
121796,Jean Pedroso,14,294,3,7,0,1.9,0.0,3.63,3,4.13,,1.0,,,,,,,1.0,,,,3.4,4.1,99.0,98.0,2,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
106219,Kawan,14,293,4,5,0,2.0,0.0,0.0,0,2.54,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108624,Arriagada,14,293,5,6,0,3.1,0.18,1.05,2,1.35,,,,,,,,,,,,,0.3,1.8,39.0,64.0,2,0,1,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
110251,Gabriel Pereira,14,293,1,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70172,Fábio,14,284,2,5,0,4.63,0.0,2.75,4,3.02,,,1.0,,,,,,,,,,,,77.0,55.0,2,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73620,Bruno Alves,14,284,3,6,0,6.0,0.32,1.79,13,2.08,,2.0,,2.0,,,,,,,,,2.5124999999999997,0.62,92.0,98.0,7,0,8,5,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
80853,Pedro Geromel,14,284,3,6,0,7.0,0.0,0.0,0,9.64,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87470,Thaciano,14,265,4,7,0,11.19,-0.23,5.37,13,0.84,1.0,,2.0,2.0,,,,,,,,,6.3500000000000005,4.514285714285713,93.0,102.0,16,2,20,15,0,4,0,0,0,0,1,12,0,0,0,0,0,0,0
70916,Diogo Barbosa,14,266,2,5,0,6.95,0.0,2.0,6,-2.77,,1.0,,1.0,,,,,,,,,,,76.0,15.0,5,0,5,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
70221,Bruno Uvini,14,284,3,6,0,3.21,-0.03,1.98,10,0.92,1.0,,,,,,,,1.0,,,,1.48,2.48,92.0,98.0,6,1,4,6,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0
87342,Kannemann,14,284,3,6,0,8.05,0.21,3.7,11,1.45,,2.0,1.0,,,,,1.0,,,,,5.283333333333334,1.8200000000000003,96.0,82.0,9,0,27,21,0,3,0,0,0,0,7,2,0,0,0,0,0,0,0
79701,Lucas Silva,14,283,4,6,0,4.71,0.0,2.67,4,2.07,,,,,,,,,,,,,,,61.0,19.0,4,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78855,Thiago Santos,14,266,4,6,0,1.94,0.0,0.54,8,1.75,,,,,,,,,,,,,0.825,0.25,38.0,101.0,3,0,5,8,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
89273,João Pedro,14,284,2,6,0,11.04,0.71,3.81,9,2.92,,1.0,1.0,,,,,,,,,,4.94,2.4,75.0,98.0,6,1,12,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
89846,Cristaldo,14,284,4,6,0,11.49,-0.9,6.47,13,1.83,,,1.0,2.0,,,1.0,,,,,,7.262499999999999,5.220000000000001,74.0,74.0,21,4,20,3,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0
106371,Jhonata Robert,14,284,4,5,0,4.0,0.0,0.0,0,5.38,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97145,Villasanti,14,284,4,6,0,7.27,-0.79,6.35,11,2.29,1.0,,1.0,,,,,,,,,,6.642857142857143,5.85,95.0,98.0,12,3,26,19,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0
87098,Matheus Peixoto,14,290,5,6,0,7.44,0.0,3.99,12,0.33,,,1.0,8.0,,,,,,,,,6.12,2.4714285714285715,80.0,50.0,17,2,10,16,0,5,0,0,0,0,2,10,0,0,0,0,0,0,0
89918,Everton Galdino,14,284,5,5,0,5.54,0.0,2.95,10,1.58,,,1.0,,,,,,,,,,2.18,3.7399999999999998,38.0,16.0,4,2,4,4,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0
112616,Gabriel Grando,14,284,1,6,0,5.21,0.06,3.0,11,1.4,,1.0,,,46.0,18.0,,,,,,,4.083333333333333,1.7,101.0,98.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104593,Darlan,14,284,4,6,0,2.71,0.0,0.2,1,3.51,,,,,,,,,,,,,,,53.0,53.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97993,Jhonata Varela,14,284,4,5,0,3.0,0.0,0.0,0,3.96,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107748,Adriel,14,284,1,6,0,7.74,0.0,5.25,2,2.21,,1.0,,,7.0,1.0,,,,,,,,,102.0,100.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100830,Brenno,14,284,1,6,0,4.27,0.0,0.0,1,5.76,,,,,1.0,1.0,,,,,,,0.0,0.0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101573,Pepê,14,284,4,5,0,7.23,0.0,10.5,1,8.34,,,,,,,,,,,,,,,77.0,77.0,5,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112140,Bitello,14,284,4,6,0,12.74,0.1,6.07,13,3.1,,,,2.0,,,,,,,,,6.4,5.540000000000001,96.0,93.0,43,3,20,10,0,4,0,0,0,0,1,11,0,0,0,0,0,0,0
108201,Gustavinho,14,284,4,6,0,2.85,0.0,0.5,1,3.67,,,,,,,,,,,,,,,13.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72772,Luiz Adriano,14,285,5,2,0,5.68,-0.53,2.8,13,-0.28,2.0,,1.0,3.0,,,,,,,,,3.5500000000000003,2.157142857142857,70.0,73.0,13,1,5,8,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0
63354,Rodrigo Moledo,14,285,3,3,0,2.82,0.0,1.26,7,-0.88,,1.0,,1.0,,,,,,,,,2.8666666666666667,0.05000000000000001,78.0,101.0,3,0,4,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
78605,Gabriel,14,285,4,6,0,6.0,0.0,0.0,0,8.22,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72951,Mercado,14,285,3,7,0,5.14,-0.68,3.34,8,0.75,,3.0,,,,,,,,,,,5.1000000000000005,2.28,101.0,100.0,3,0,13,12,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0
99440,Baralhas,14,285,4,6,0,5.11,0.0,2.72,5,1.6,,,,,,,,,,,,,,,55.0,14.0,3,0,9,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
104385,Igor Gomes,14,285,3,6,0,5.25,0.0,2.88,8,3.43,,2.0,,,,,,,1.0,,,,3.725,2.05,55.0,101.0,7,0,9,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
93834,Keiller,14,285,1,6,0,5.08,0.0,2.08,6,3.42,,,,,16.0,11.0,,,,1.0,,,,,103.0,115.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105647,Maurício,14,285,4,5,0,7.97,0.0,4.52,6,1.9,,,,3.0,,,,,,,,,7.3999999999999995,1.6333333333333335,66.0,70.0,12,2,3,2,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0
89883,Dodi,14,277,4,7,0,4.49,0.0,2.65,12,0.25,,,,,,,,,,,,,2.0571428571428574,3.46,89.0,60.0,19,0,26,20,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0
94044,John Victor,14,285,1,7,0,6.93,-0.83,5.25,8,1.36,,4.0,,,27.0,5.0,,,,,,,6.625,3.875,102.0,100.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97900,Vitão,14,285,3,7,0,4.93,-1.14,2.55,11,-0.05,,3.0,,,,,,,,,,,3.3599999999999994,1.8666666666666665,95.0,100.0,2,0,10,4,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0
106000,Lucas Ramos,14,285,4,6,0,2.81,0.0,0.0,1,3.69,,,,,,,,,,,,,0.0,0.0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96678,Bustos,14,285,2,7,0,7.07,-0.46,4.13,9,3.2,,3.0,,,,,,,,,,,4.324999999999999,3.9599999999999995,88.0,100.0,10,0,14,9,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0
117870,Estevão,14,285,4,6,0,2.11,0.0,0.2,1,2.69,,,,,,,,,,,,,,,19.0,19.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107809,Matheus Dias,14,285,4,6,0,1.94,-0.07,0.67,6,0.17,,,,,,,,,,,,,0.8500000000000001,0.5750000000000001,30.0,23.0,1,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106002,Johnny,14,285,4,6,0,7.55,0.0,5.77,9,0.39,1.0,,1.0,2.0,,,,,,,,,4.5,6.8,81.0,0.0,12,2,20,10,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0
69040,Vladimir,14,277,1,3,0,2.32,-1.68,-3.0,0,5.38,,,,,,,,1.0,,,,,-3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79035,Luiz Felipe,14,277,3,6,0,2.16,-0.84,0.0,1,0.04,,,,,,,,,,,,,0.0,0.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105672,Nicolás Hernández,14,285,3,6,0,2.88,0.0,1.67,6,0.63,,1.0,1.0,,,,,,,,,,3.35,0.8250000000000002,81.0,101.0,2,0,2,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
115061,Thauan Lara,14,285,2,6,0,2.76,0.0,3.09,7,-0.26,,2.0,,,,,,,,,,,3.45,2.9400000000000004,49.0,3.0,11,0,4,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
126010,Yani Quintero,14,280,4,6,0,2.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68770,Camacho,14,277,4,6,0,1.91,0.0,1.06,5,-1.37,,,,1.0,,,,1.0,,,,,1.1,1.05,72.0,102.0,2,0,10,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105998,Vinícius,14,267,5,6,0,2.0,0.0,0.0,0,2.54,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105902,Zé Gabriel,14,267,4,6,0,2.87,0.0,1.32,5,3.27,,,,,,,,,,,,,0.16666666666666666,3.0500000000000003,62.0,92.0,0,0,6,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
105584,Lucas Piton,14,267,2,6,0,6.28,0.0,2.34,13,1.4,,1.0,2.0,2.0,,,,,,,,,2.716666666666667,2.0142857142857142,100.0,103.0,2,0,14,16,0,2,0,0,0,0,3,4,0,0,0,0,0,0,0
73974,Alison,14,277,4,5,0,3.03,0.0,1.24,5,0.74,,,,,,,,,,,,,1.9000000000000001,0.25,25.0,0.0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98219,Alemão,14,285,5,6,0,6.84,0.26,3.0,9,2.43,1.0,,,1.0,,,,,,,,,1.5,4.2,44.0,27.0,14,1,6,11,0,2,0,0,0,0,2,6,0,0,0,0,0,0,0
71227,Maicon,14,267,3,6,0,5.32,-1.41,4.4,2,0.15,,1.0,,,,,,,,,,,4.3999999999999995,0.0,76.0,103.0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106199,Gabriel Pec,14,267,5,6,0,14.46,0.2,4.45,13,3.42,2.0,,1.0,1.0,,,,,,,,,3.8714285714285706,5.116666666666665,70.0,103.0,21,2,12,14,0,5,0,0,0,0,3,9,0,0,0,0,0,0,0
106201,Figueiredo,14,267,4,6,0,3.18,0.0,2.07,11,2.24,1.0,,,4.0,,,1.0,,,,,,2.575,1.7857142857142858,44.0,0.0,10,0,6,14,0,7,0,0,0,0,2,6,0,0,0,0,0,0,0
111769,Marlon Gomes,14,267,4,6,0,4.77,-0.31,2.99,9,2.43,1.0,,,1.0,,,,,,,,,3.7199999999999998,2.075,60.0,65.0,14,0,17,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110776,Orellano,14,267,4,6,0,3.73,0.69,1.75,10,3.92,,,,,,,,,,,,,1.7285714285714284,1.35,37.0,84.0,13,0,9,6,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0
106682,Halls,14,267,1,6,0,2.0,0.0,0.0,0,2.54,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118708,Eguinaldo,14,267,5,6,0,2.0,0.0,0.02,4,-1.4,,,,,,,,,,,,,-0.1,0.06666666666666665,23.0,11.0,2,0,1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
115733,Zé Vitor,14,267,3,6,0,2.0,0.0,0.0,0,2.54,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111761,Cadu,14,267,1,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111766,Rodrigo,14,267,4,6,0,3.86,0.0,0.9,8,-1.2,,,,,,,,,,,,,,,53.0,15.0,2,0,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121184,Erick Marcus,14,267,5,6,0,3.82,0.23,2.74,9,2.04,1.0,,,1.0,,,,,,,,,1.54,4.25,39.0,64.0,7,1,9,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
112913,Capasso,14,267,3,6,0,2.25,-0.41,0.62,6,-0.99,,,,1.0,,,,,,,,,-0.09999999999999994,1.3333333333333333,71.0,103.0,0,0,6,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
108528,Galarza,14,267,4,6,0,2.36,0.0,2.1,9,0.11,,,,,,,,,,,,,0.9,3.06,45.0,17.0,4,1,7,7,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0
122485,Barros,14,267,4,5,0,2.3,0.0,2.03,6,1.4,,,,,,,,,,,,,,,46.0,70.0,2,1,3,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
122321,Lorran,14,262,4,6,0,3.0,0.0,0.0,0,3.96,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113667,Ryan Luka,14,262,5,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115734,Pimentel,14,267,3,6,0,2.0,0.0,0.0,0,2.54,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110708,Pedro Rangel,14,266,1,6,0,3.0,0.0,0.0,0,3.96,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72595,Maurício Kozlinski,14,356,1,6,0,4.92,0.0,6.0,1,6.68,,1.0,,,1.0,,,,,,,,,,102.0,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116432,Daniel Junior,14,283,4,5,0,2.62,0.0,0.75,4,2.04,,,,,,,,,,,,,0.75,0.0,13.0,12.0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98605,Di Placido,14,263,2,7,0,11.83,1.83,7.1,13,11.21,,8.0,3.0,1.0,,,,,1.0,,,,8.942857142857143,4.95,77.0,98.0,5,0,31,7,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0
114174,André Luiz,14,262,5,6,0,1.42,0.0,0.0,1,1.71,,,,,,,,,,,,,0.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104401,Vitor Mendes,14,266,3,6,0,6.66,0.0,4.95,2,3.87,,2.0,,,,,,,,,,,,,63.0,25.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
110759,John Kennedy,14,266,5,6,0,9.24,-0.03,2.88,11,0.01,1.0,,,2.0,,,1.0,,,,,,0.6799999999999999,4.733333333333333,41.0,8.0,6,2,5,10,0,5,0,0,0,0,4,5,0,0,0,0,0,0,0
104991,Igo Gabriel,14,263,1,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107183,Léo Linck,14,293,1,6,0,2.05,0.0,7.0,1,1.53,,,,,2.0,2.0,,,,1.0,,,3.0,-1.0,105.0,105.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
107232,Miqueias,14,265,4,6,0,3.0,0.0,0.0,0,3.96,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118770,Patrick Verhon,14,265,4,6,0,1.44,-0.56,0.0,1,0.04,,,,,,,,,,,,,0.0,0.0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122393,Talisson,14,280,5,6,0,3.1,0.0,3.8,1,3.51,,,,,,,,,,,,,,,52.0,52.0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122301,Kennedy,14,265,5,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121779,Vitão,14,1371,3,6,0,1.32,0.0,0.0,1,1.7,,,,,,,,,,,,,0.0,0.0,19.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111633,Juan Christian,14,283,5,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121263,Gabryel Freitas,14,1371,5,6,0,2.0,0.0,0.0,0,2.54,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123907,Pepa,14,283,6,7,0,11.58,0.19,5.52,14,3.59,,,,,,,,,,,,6.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122420,Lucca,14,285,5,6,0,1.34,-0.35,0.7,11,0.6,,,,,,,,,,,,,1.3199999999999998,0.19999999999999998,21.0,27.0,3,0,3,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0
109246,Kawê,14,280,5,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98496,Vinícius Barreta,14,1371,1,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113663,Kevin,14,275,5,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107726,Chrystian Barletta,14,264,4,6,0,4.79,0.0,2.23,3,0.25,,,,,,,,,,,,,,,48.0,19.0,4,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
115246,Naves,14,275,3,6,0,1.81,-0.43,3.65,4,-0.01,,2.0,,,,,,,,,,,0.0,4.866666666666666,48.0,6.0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90232,Raí Ramos,14,276,2,6,0,5.3,0.0,3.95,4,2.32,,2.0,,,,,,,,,,,,,71.0,50.0,1,0,4,5,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0
124251,Deivid Washington,14,277,5,6,0,3.72,0.0,4.53,7,0.43,1.0,,,2.0,,,,,,,,,5.6,3.1,62.0,0.0,7,2,1,2,0,5,0,0,0,0,2,6,0,0,0,0,0,0,0
68942,Luciano Castán,14,283,3,7,0,6.39,0.04,3.04,13,3.56,,5.0,,1.0,,,,,,,,,2.3833333333333333,3.6142857142857143,99.0,103.0,11,0,11,10,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0
106977,Bernardo Schappo,14,356,3,6,0,4.0,0.0,0.0,0,5.38,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115870,Jonathan,14,280,2,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124158,Everton,14,280,5,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112370,Emerson Ramon,14,1371,5,6,0,4.11,-0.29,2.24,9,0.13,,,,1.0,,,,,,,,,1.6199999999999999,3.0,58.0,29.0,13,0,5,5,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0
107111,Richard Ríos,14,275,4,7,0,4.01,-0.34,1.57,14,-0.69,,,,1.0,,,,,,,,,1.0,2.142857142857143,39.0,98.0,11,0,13,8,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0
115915,Lelê,14,266,5,6,0,10.06,0.44,3.59,14,2.21,1.0,,2.0,2.0,,,,,,,,,3.1142857142857143,4.057142857142857,49.0,92.0,4,2,7,16,0,8,0,0,0,0,1,9,0,0,0,0,0,0,0
116825,Jhonny,14,280,2,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94845,Battaglia,14,282,4,3,0,4.51,-0.02,1.41,12,0.79,,,,1.0,,,,,,,,,1.4333333333333333,1.3833333333333335,89.0,98.0,15,0,11,21,0,2,0,0,0,0,3,4,0,0,0,0,0,0,0
124239,Henry Mosquera,14,280,5,5,0,7.2,0.0,3.78,10,14.0,1.0,,1.0,2.0,,,,,,,,,5.959999999999999,1.6,53.0,93.0,6,2,8,16,0,2,0,0,0,0,1,6,0,0,0,0,0,0,0
99412,Morelli,14,290,4,2,0,5.9,0.43,3.65,10,2.56,,,,2.0,,,,,,,,,4.449999999999999,3.1166666666666667,77.0,35.0,20,1,16,13,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0
95556,Raniele,14,1371,4,7,0,12.26,-0.05,5.03,13,4.29,,,,1.0,,,,,1.0,,,,4.728571428571429,5.383333333333333,86.0,102.0,21,1,34,10,0,5,0,0,0,0,3,9,0,0,0,0,0,0,0
116046,Vitor Graziani,14,282,4,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124249,Léo Santos,14,282,2,6,0,1.0,0.0,0.0,0,1.12,,,,,,,,,,,,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
